description,label,releasetime,title
备受期待的特朗普税改方案26日揭开面纱，但缺少政策细节令市场大感失望。此外由于可能导致财政赤字上升，该方案能否通过美国国会的通过存在较大变数，这也让投资者感到担忧。受此影响，美股三...,"美国,税",2017-4-28 07:35,特朗普税改前景存变数 美股高位遇阻
美国总统特朗普周三发布税收政策目标纲要，纲要提议将公开发行股票企业的税率从35%下调至15%。此外，将税赋由企业所有者按个人所得税缴纳公司的最高税率从39.6%降至15%，其覆盖很...,"美国,税",2017-4-28 07:07,市场的“胃纳”
改变被破坏的当地生态，吃是一个很有效的办法，但中国就是太平洋生蚝的最大养殖国，吃货们请自重。对于“舌尖上的民族”，外国友人也深知投其所好。,"丹麦,中国",2017-4-28 07:01,丹麦的“生蚝召集令”
已经喧嚣了数月的特朗普税改计划，千呼万唤终于以一张A4纸的纲要方式与全球见面。,税,2017-4-28 07:01,全球竞税成大概率事件
【外汇局：3月份我国国际货物和服务贸易顺差583亿元】外汇局昨日公布最新数据显示，2017年3月份，我国国际收支口径的国际货物和服务贸易收入13406亿元人民币，支出12823亿元...,我国,2017-4-28 04:15,外汇局：3月份我国国际货物和服务贸易顺差583亿元
本周三美国特朗普政府公布了备受市场关注的税改纲要，已经提前上涨的美股获利了结，最终三大股指不涨反跌，但跌幅较小。周四美股暂于早盘暂稳，截至北京时间昨21:42，道指暂涨0.02%，...,"美国,股市,税,上涨",2017-4-28 01:21,美国公布税改纲要 国际股市平稳
日本央行27日发布《经济和物价形势展望》报告，将对国内经济现状的判断上调至“正转向缓慢增长”。这是日本央行自2008年3月以来，时隔9年再次使用“增长”这一表述。,,2017-4-28 01:20,时隔九年日央行再作增长判断
【“脱欧”应急模式开启 德银欲迁离4000个英国职位】据外媒报道，德意志银行26日表示，受英国脱离欧盟影响，该银行可能会将4000个岗位迁离英国。这是大型金融机构对英国“脱欧”潜在...,"德意志银行,英国,脱欧",2017-4-28 01:15,“脱欧”应急模式开启 德银欲迁离4000个英国职位
美国总统特朗普年初入主白宫后签署备忘录，宣布退出跨太平洋伙伴关系协定(TPP)。有分析认为，TPP无异于“胎死腹中”。但最近一段时间以来，日本政府多位政府要员陆续发声，表明日本有意...,"美国,白宫",2017-4-28 00:45,日本欲助TPP“死里逃生”
滴滴出行将向投资者筹集50亿至60亿美元资金，在境外扩张其运输服务。,,2017-4-28 00:34,全球媒体扫描：滴滴筹资60亿美元向境外扩张
【世行预计今年全球煤价涨6% 与中国限产有关】世界银行在北京时间4月27日发布《大宗商品市场展望》预测认为，2017年工业大宗商品价格趋涨。能源类大宗商品价格(包括天然气和煤炭价格...,"天然气,煤炭,中国",2017-4-27 23:12,世行预计今年全球煤价涨6% 与中国限产有关
周四(4月27日)欧洲央行维持三大利率不变，购债规模如期降至600亿欧元，符合预期。行长德拉吉表示，欧元区周期性复苏不断确立、下行风险下降。这无疑是在向市场释放积极的信号。此前，政...,欧洲央行,2017-4-27 21:24,欧央行释放积极信号：强美元风光不再 欧元为王？
4月27日，第十二届中国国际核电工业展在京召开，中国核工业集团(下称“中核集团”)称，在核电走出去的过程中，中国研发的核电技术分别引起多个国家的合作兴趣。其中，中核集团已经向巴基斯...,"中国,出口",2017-4-27 20:11,中核集团出口巴基斯坦的两台新型核电技术进展顺利
北京时间27日晚，欧洲央行宣布维持主要再融资利率0.0%不变，符合预期。 维持隔夜贷款利率0.25%不变，符合预期。 维持隔夜存款利率-0.4%不变，符合预期。 月度资产购买规模依...,欧洲央行,2017-4-27 20:10,欧央行维持三大利率不变 购债规模如期降至600亿欧元
香港特区政府商务及经济发展局长苏锦梁27日表示，香港将寻求与澳大利亚缔结自由贸易协议。苏锦梁称，澳大利亚是香港的重要贸易伙伴，双方缔结双边自贸协议将有助于促进两地更紧密的经济关系，...,,2017-4-27 19:47,香港拟寻求与澳大利亚缔结自由贸易协议
近日，海合会国际贸易反损害行为技术秘书局发布公告，对原产于中国的用于油气勘探和运输的外部半径不超过16英寸的无缝钢管产品发起反倾销调查，商务部贸易救济调查局局长王贺军就此发表谈话。...,中国,2017-4-27 18:03,商务部：希望海合会审慎使用贸易救济措施
MSCI全球股指本周触及历史高位，英国差价合约券商IG集团的亚洲资深金融评论员Chris Weston对此表示，投资者应保持看涨直到趋势改变。Chris Weston于27日发表评...,英国,2017-4-27 17:25,全球基准股指触及高位 机构称投资者应顺势而为
大连港集团27日对外披露，第22届俄罗斯国际运输和物流展览会近日在莫斯科举行，大连港与俄罗斯铁路公司签署战略合作备忘录，旨在促进俄罗斯铁路与大连港海铁联运的有效衔接，进一步助推中俄...,俄罗斯,2017-4-27 16:32,借力“一带一路”  大连港与俄铁助推中俄贸易提速
美国总统特朗普26日表示，目前他不会终止美国与加拿大、墨西哥签订的北美自由贸易协定，而是会与这两个国家就该协定重新谈判。美国白宫26日晚发表声明说，当天下午，特朗普与加拿大总理特鲁...,"加拿大,美国,白宫",2017-4-27 16:31,特朗普称目前不会终止北美自贸协定
据央视新闻消息，国防部4月27日召开新闻发布会。针对萨德部署，国防部发言人杨宇军称，中国军队将继续开展实战化针对性演习训练，以及新型武器装备作战检验，坚决保卫国家安全和地区和平稳定...,"中国,韩国",2017-4-27 16:30,国防部回应韩国部署萨德：将开展实战军演和新武器作战检验
当地时间26日，美国政府公布了30年来规模最大的税改方案。方案提出力度罕见的改革主张，包括大幅下调企业税至15%、简化个人所得税税阶、增加返税额度、以及对美国公司海外资产一次性征税...,"美国,税",2017-4-27 16:29,美国税改“画饼”虽美“充饥”尚难
考虑到7月31日-9月4日是国会夏季休会期，10月1日将进入新一财年，届时国会将重点讨论提高债务上限问题，而12月18日又将进入圣诞休会期。这意味着减税法案国会很可能会被推迟到20...,"税,中国",2017-4-27 16:28,任泽平：全球正在掀起一轮“减税潮” 中国应当争取主动
中蒙俄经济走廊或许是“一带一路”六大战略通道中进展最快的部分。2014年中国提出“一带一路”倡议后，中蒙俄三国几乎每年都会有大动作传出，沿线国家的首脑多次会晤，一系列的框架性文件率...,中国,2017-4-27 16:13,中蒙俄经济走廊：拉动新增长
小城镇不仅能帮助不堪重负的大都市实现功能转移，它本身也可以成为区域经济发展中的新增长极。实际上，着眼小城镇发展也是我国当前推进新型城镇化建设的新思路，住建部不久前刚公布了第一批特色...,"我国,中国",2017-4-27 15:43,中国“特色小镇”怎么建？可以向国外取取经
上任将满100天之际，美国总统特朗普“刷新”了一项纪录：其民众满意程度比他之前的12位美国总统都要低。根据CNN/ORC周三公布的最新民调，有44%的美国民众对特朗普的表现表示满意...,美国,2017-4-27 15:43,特朗普上任100天：军事外交支持率上升 内政满意度下降
英媒称，世贸组织的一家仲裁机构周二作出裁决，墨西哥在金枪鱼贸易争端中获胜，墨方每年可对美国实施价值1.6323亿美元的贸易制裁。墨西哥经济部称将立即采取行动，以启动上述制裁。路透社...,美国,2017-4-27 15:26,英媒：墨西哥赢得金枪鱼贸易争端 将对美国实施贸易制裁
外媒称，特朗普政府24日宣布将对加拿大软木材进口征收新关税，使得美国与其第二大贸易伙伴长期以来的冲突进一步加剧。美国《纽约时报》网站4月24日报道，美国商务部裁决，加拿大不恰当地为...,"加拿大,美国,税,进口",2017-4-27 15:26,外媒：美国对加拿大软木征收惩罚性关税 最高达24%
【外媒：投资者追捧脸书、亚马逊 纳斯达克指数首破6000点】外媒称，随着投资者在担心特朗普将无法通过减税和巨额公共开支计划激发通胀的气氛下，纷纷买入增长潜力较强的高技术和小企业股票...,税,2017-4-27 15:23,外媒：投资者追捧脸书、亚马逊 纳斯达克指数首破6000点
联合国拉丁美洲和加勒比经济委员会(拉加经委会)执行秘书巴尔塞纳26日表示，拉美各国应建立多边开放机制，共同努力达成联合国2030年可持续发展议程目标。巴尔塞纳在当天开幕的拉丁美洲和...,,2017-4-27 15:22,拉加经委会倡导多边开放机制促可持续发展
【韩国人多久才能买一套房：中等收入家庭不吃不喝攒五年半】按照目前韩国人工资水平，月收入在12291元—24460元的家庭需要在不花一分钱的情况下，积攒5年6个月以上的收入才能买得起...,韩国,2017-4-27 15:16,韩国人多久才能买一套房：中等收入家庭不吃不喝攒五年半
境外媒体称，韩国乐天集团宣布提供土地部署“萨德”导弹系统后，即成为中国民众“围攻”对象。但乐天管理层早前强调不会放弃中国市场，百货公司外更贴上“因为理解，所以等待”标语，但近日被发...,"中国,韩国",2017-4-27 14:38,外媒称乐天撤中文标语疑弃中国市场：说好的等待呢
十几个小时前，美国白宫传出消息称，美国总统特朗普有意彻底退出北美自由贸易协定(NAFTA)，就在各方一片哗然的时候，白宫又上演了剧情反转。当地时间26日，《华盛顿邮报》报道援引三个...,"美国,白宫",2017-4-27 14:26,退出还是重谈？关于北美自贸：白宫剧情反转 加墨吓出冷汗
美国白宫26日公布了税制改革方案的主要原则，为白宫今后与国会商讨具体的税改细节定下大致框架。,"美国,税,白宫",2017-4-27 14:24,财经观察：特朗普税改三大看点
科恩则说，美国的税收体系已严重过时，特朗普总统始终将税收改革列为执政的优先事项。“新税改方案是美国自1986年以来出台的最重要的一份税改方案，也是美国历史上最大规模的减税方案之一。...,"美国,税",2017-4-27 14:24,税收、阶层双失衡?“美国史上最大税改”国会通关难度大
据俄罗斯卫星网报道，白宫消息称，美国总统特朗普与墨西哥和加拿大领导人商定，“很快”就北美自由贸易协定进行新的谈判。另据报道，此前白宫官员透露，特朗普(Trump)政府在衡量是否发布...,"加拿大,美国,白宫,俄罗斯",2017-4-27 13:58,白宫：美墨加三国将就北美自由贸易协定重新谈判
据外媒报道，知情人士透露，美联储正在重组2010年设立的一个委员会，目的是更好的监督规模最大且最复杂的银行。这是美联储根据金融危机的教训提升监管的最新举措。报道称，上述被称做大型机...,美联储,2017-4-27 13:55,美联储推提升监管新举措 将重组大银行监督委员会
据韩联社4月27日报道，韩国央行发布的最新统计数据显示，初步估计韩国2017年第一季度国内生产总值(GDP)为383.5995万亿韩元(约合人民币2.3亿元)，环比增长0.9%，高...,"韩国,出口",2017-4-27 13:49,韩国第一季度GDP环比增长0.9% 出口复苏良好
还有另外一些担忧，由人工智能逐渐可以解读大量监控数据引起的隐私和担忧，以及如何管理因人工智能取代工作岗位带来的经济影响。长期担忧主要是人工智能系统失控的潜在风险，随着不遵循人类意愿...,,2017-4-27 13:47,史蒂芬·霍金：让人工智能造福人类及其赖以生存的家园
【外媒：美官员称白宫考虑退出北美自由贸易协定】据外媒报道，美国特朗普政府的一位高级官员26日透露，白宫考虑草拟行政令退出北美自由贸易协定(NAFTA)。（中国新闻网）,"美国,中国,白宫",2017-4-27 12:32,外媒：美官员称白宫考虑退出北美自由贸易协定
【中美铝业贸易摩擦升级 商务部作出回应】中美铝业的贸易摩擦正不断升级。对于近期美方多次对中方铝业展开贸易救济措施，商务部发言人孙继文27日在例行发布会上回应表示，中方对此表示严重关...,铝业,2017-4-27 11:47,中美铝业贸易摩擦升级 商务部作出回应
其中公寓的面积介于50至600平方米之间，将包括13套单居室公寓，87套两居室公寓，以及80套三居室及以上的公寓。目前澳洲顶级公寓的最新记录为今年初开盘的悉尼歌剧院附近麦考瑞大街7...,澳洲,2017-4-27 11:14,行情趋冷？万达逆市开建10亿澳元酒店公寓
2015年央行行长Glenn Steven曾呼吁两派政党搁置党派之争，为基建投资做出更好的规划。“如我们经常强调的，基建投资在保持经济增长和激发信心方面有着重要的作用。我怀疑我们是...,澳洲,2017-4-27 11:14,楼市转冷后 基建投资会成为澳洲经济的救命稻草？
这就意味着这7年来，离开纽约去美国其他地方的人相比来纽约定居的人多了将近100万人。当然，单从这一组数据就下结论未免有失偏颇，但这一现象的普遍存在却是不争的事实。在经济活力最为强劲...,"美国,澳洲",2017-4-27 11:13,逃离北上广全世界都在发生 澳洲人口从大城市流出
本季度CPI上涨最重要的驱动因素包括：汽油(上涨5.7%)，医疗及医院服务(上涨1.6%)，以及业主自住性新房(上涨1.0%)。这些价格增长抵消了部分价格下降，如家具，家居设备及居...,"澳洲,蔬菜,上涨",2017-4-27 11:12,澳洲一季度通胀率缓增 蔬菜价格飙涨13.1%
据外媒报道，美国总统特朗普(Donald Trump)提议大幅下调企业所得税率，并对个人所得税系统做出重大修改，以期在上任接近100天之际重振其经济和立法议程。报道称，上述计划与特...,"美国,税",2017-4-27 11:02,特朗普上任百日之际欲重振经济 拟降企业所得税率
此外，个税起征点几乎翻了一番。今后，一对夫妻的所得税起征点将升至2.4万美元。新税改方案还将废除遗产税、“奥巴马医保”税、替代性最低税等税种。与此同时，该方案将取消多项税收减免政策...,税,2017-4-27 10:54,特朗普政府公布力度美历史罕见的减税方案
国产大型客机C919目前正在接受中国民航局的适航审定，同时将作为中欧双边适航谈判的一部分。这是记者27日从在上海召开的第一届中欧民用航空安全年会上了解到的。会上，中国民用航空局(C...,中国,2017-4-27 10:49,中欧民航合作进一步深入 国产大客C919将纳入中欧适航谈判
据“中央社”报道，在欧洲联盟对英国脱欧的立场逐渐转硬之际，英国首相特蕾莎·梅26日与重要的欧盟协商官员举行“有益的工作晚宴”。报道称，特蕾莎·梅在唐宁街10号外迎接欧盟执行委员会主...,"英国,脱欧",2017-4-27 10:46,英首相与欧盟协商官员举行晚宴 面对面谈脱欧事宜
周三(4月26日)美市盘中，墨西哥比索急剧下滑，因据美国政治新闻网站POLITICO报道，两名白宫官员表示，美国特朗普政府正在考虑一项关于美国退出北美自由贸易协定(NAFTA)的行...,"美国,白宫,英国,脱欧",2017-4-27 09:24,堪比英国脱欧 美国最早本周宣布退出北美自贸协定
撤销对遗产征收的死亡税。第三项则是撤销3.8%的奥巴马医改税，以此减轻小企业和投资收入的纳税负担。在对企业减税方面则主要有四项内容：将企业税从35%削减为15%；通过属地纳税制度系...,"美国,税",2017-4-27 08:34,特朗普税改揭晓：降美国企业税至全球最低 助GDP重返3%
【美国税改计划公布在即 美股午盘高位震荡】东方财富网27日讯，周三(美东时间4月26日)美国股市早盘整体上延续此前两个交易日的上涨态势，道指...,"美国,股市,税,上涨",2017-4-27 00:00,美国税改计划公布在即 美股午盘高位震荡
【美国白宫如期公布减税计划 美股高位震荡微幅收跌】东方财富网27日讯，周三(美东时间4月26日)美国股市结束此前两个交易日的连续强劲上涨态势...,"美国,股市,税,白宫,上涨",2017-4-27 04:00,美国白宫如期公布减税计划 美股高位震荡微幅收跌
苏丹是这次“本世纪的中国与非洲·七国”系列采访的重中之重。这些年来记者采访过几十个国家，唯有置身于苏丹的感受与众不同：无论走到哪里或者与谁对话，苏丹人民对中国发自内心的尊敬与温暖的...,中国,2017-4-27 06:16,通往工业化与现代化之路
巴克莱银行首席执行官Jes Staley近日表示，英国退欧后，人才的获得对于英国的金融业而言至关重要。,英国,2017-4-27 06:12,巴克莱首席执行官：英国退欧后吸引人才很重要
【美股中概股收盘：个股跌多涨少】东方财富网27日讯，周三(4月26日)美国股市结束此前两个交易日的连续强劲上涨态势，三大股指高位窄幅震荡，微幅收跌。在美国上市中国概念股跟随美股大盘...,"美国,股市,中国,上涨",2017-4-27 04:00,美股中概股收盘：个股跌多涨少
【美国公布据称为史上最大的减税计划】北京时间4月27日凌晨，美国公布据称为史上最大的减税计划，将令企业、中产和顶级收入者受益。,"美国,税",2017-4-27 02:17,美国公布据称为史上最大的减税计划
美国白宫周三(4月26日)公布了官员们所谓的美国历史上“规模最大的减税计划”——削减了企业、中产阶级和某些高收入人士的税负，但没有回答这个计划带来的成本能否以及如何弥补。随后美国财...,"美国,税,白宫",2017-4-27 05:13,美国政府公布“史上最大”减税计划 真正实现为时尚早
一项衡量美国主要城市房价变动的重要指标显示，美国房价正在加速上涨。最新公布的标普/凯斯席勒20个城市房价指数显示，截至2月底的三个月内，全美20个城市房价同比上涨5.9%，高于截至...,"美国,上涨,房价",2017-4-27 04:46,美国房价涨幅创三年新高
欧洲央行发布的最新季度调查结果显示，尽管大多数银行在当前季度可能维持贷款条件不变，但计划收紧对企业信贷条件的欧元区银行数量已经超过计划放宽的银行。相比之下今年第一季度时放松信贷条件...,欧洲央行,2017-4-27 04:45,欧元区银行计划收紧信贷
伦敦证券交易所集团26日公布的财报显示，其今年第一季度收入和盈利双双实现增长。集团同时表示，正积极探索能够驱动增长的投资机会。,,2017-4-27 04:45,伦交所称将寻求更多投资机会
国际现货黄金周三(4月26)在美国总统特朗普税改计划公布后止跌反弹。,"黄金,美国,税",2017-4-27 02:37,美国史上最强税改计划亮相 黄金止跌反弹
【欧股周三继续走高 法国股市触及九年高位】东方财富网27日讯，欧洲股市周三(4月26日)继续走高，延续此前几个交易日的连续上涨态势，泛欧指数徘徊在20个月峰值附近。法国股市更是触及...,"股市,上涨",2017-4-27 02:35,欧股周三继续走高 法国股市触及九年高位
首先，市场风险偏好回升。在法国大选首轮投票前，市场已逐渐消化了避险偏好。市场预期法国大选带来不确定将推升避险和黄金价格，在大选投票前，市场已...,黄金,2017-4-27 01:45,市场风险偏好回升
百事可乐周三公布了2017年第一季度财报，该公司第一季度盈利和营收均向好。,,2017-4-27 01:10,百事可乐第一季度营收和净利双双超预期
彭博经济学家指出，周五将公布的美国一季度经济增长数据或将显疲软。,美国,2017-4-27 01:01,美国4%的年经济增长目标高吗？
【欧洲央行将宣布货币政策 料将按兵不动】欧洲央行(ECB)将在周四(4月27日)于德国的法兰克福宣布新的货币政策决议，市场预期其将按兵不动。然而，投资者将仔细聆听欧洲央行主席德拉基...,"欧洲央行,德国",2017-4-27 00:56,欧洲央行将宣布货币政策 料将按兵不动
巴西航空工业公司(巴航工业)25日宣布与美国打车软件服务运营商优步签署协议，共同开发“飞行车”系统，这种能够垂直起飞和降落的电动飞行器将于2020年开始试运营。,美国,2017-4-27 00:50,巴航工业携手优步研发“飞行的士”
东方财富网27日讯，社交平台推特公司周三美股早盘股价一度大涨逾12%。,,2017-4-27 00:40,推特一季度盈利超预期 股价盘中大涨逾12%
美国商务部长罗斯说，特朗普政府正在考虑采取贸易行动以保护美国的铝业、半导体业和造船业，同时将抓紧与欧盟、日本和英国进行自由贸易谈判。,"美国,英国,造船,铝业",2017-4-27 00:29,全球媒体扫描：特朗普政府考虑采取更多贸易行动
美国能源信息署(EIA)周三(4月26日)公布的数据显示，上周美国原油库存降幅大于预期，汽油和精炼油库存意外增加。,"美国,油价",2017-4-27 00:17,美国EIA原油库存创年内最大降幅 油价短线拉升
欧洲央行预计不会在2017年4月会议上改变其政策。然而，欧洲央行经常性的会推动市场波动，这次会议也不会例外。,欧洲央行,2017-4-27 00:03,法国一轮大选结果会否让德拉吉鹰声嘹亮？
【隔夜外盘】欧洲股市继续走高，法国股市更是触及九年高位。特朗普开启大幅减税，美股高位震荡。,"股市,税",2017-4-27 05:15,隔夜外盘：特朗普开启大幅减税 美股震荡法股触及九年高位
【中钢协：美启动钢铁进口调查与公平贸易原则不符】中国钢铁工业协会新闻发言人26日就美方启动对进口钢铁情况的调查发表谈话称，中国钢铁业界认为美方此举向国际社会传递出保护主义信号，与公...,"钢铁,中国,进口",2017-4-27 00:20,中钢协：美启动钢铁进口调查与公平贸易原则不符
无利不起早。在作为中国外贸“风向标”的中国进出口商品交易会上，美国的采购商们表现勤勉。,"美国,中国,出口",2017-4-26 23:59,美商扫货广交会：别在意特朗普 “我得赶紧去下订单”
日内瓦当地时间4月25日，联合国贸易和发展会议秘书长基图伊透露，马云将在7月份到访非洲，10个非洲国家的总统在等待马云和阿里巴巴。,,2017-4-26 23:58,联合国贸发会议秘书长：十个非洲国家总统在等待马云
5月1日五一劳动节假期，期间国内主要金融市场普遍休市，欧洲多国等部分海外证券市场休市；国际外汇市场、现货黄金、原油期货、金属期货市场正常交易。,黄金,2017-4-26 23:09,一文看尽：五一劳动节全球哪些市场休市？哪些交易？
最新公布的数据显示，正在寻求买房的伦敦人若现在买房可能会获得超过5.7万英镑的折扣。,,2017-4-26 23:06,伦敦地产“折扣”增加 平均降价5.7万英镑
只用了18个月，就把市场扩大到美国16个城市的Beepi公司也用很短的时间结束了“生命”。这家曾炙手可热的美国二手车线上交易平台在连续烧了1.2亿美元后，因为没能再次获得融资而于今...,美国,2017-4-26 23:00,硅谷创业疯狂后降温：73%没能再获融资 总融资降三成
周三(4月26日)欧市盘中，美元/日元震荡走高，日内最高升至111.50！摩根大通表示，由于围绕法国大选和朝鲜问题的焦虑已缓解，日元/美元未来几周最低可能跌到114。,,2017-4-26 22:53,摩根大通：美元/日元年内目标直指105
今日欧盘，欧元兑英镑震荡下跌，目前交投于0.8495附近。,,2017-4-26 22:53,长线展望：欧元兑英镑维持区间震荡
今日欧盘，英镑兑美元最低触及1.28后反弹，目前交投于1.2825附近。,,2017-4-26 22:53,短线速递：英镑兑美元或将冲击前高
据Market Watch报道，前美联储主席柏南克近日接受纽约时报专访时表示，估计先前特朗普所声称的大规模减税、放松金融监管、扩大基础建设等承诺，恐怕很难在国会上取得共识，市场不应...,"税,美联储",2017-4-26 22:51,前美联储主席伯南克畅谈特朗普经济学
周三(4月26日)，全球市场聚焦美国总统特朗普的税收改革计划！就在刚才，美国财长努钦(Steven Mnuchin)发表了重要讲话。,"美国,税,白宫",2017-4-26 22:51,就在刚刚！美国财长：白宫计划实施史上最大规模的税改
【美国EIA原油库存降幅超预期 油价短线急升】美国EIA原油库存连续三周下降，降幅创下去年12月30日当周以来新高；库欣地区原油库存连续两周下滑，降幅创今年2月17日当周以来新高；...,"美国,油价",2017-4-26 22:46,美国EIA原油库存降幅超预期 油价短线急升
法国大选第一轮投票结束后，全球市场都松了一口气。根据民调结果来看，马克宏要赢得第二轮投票已经是十拿九稳。,,2017-4-26 22:44,马克宏上台不会风平浪静 国会选举是第一道坎
周三欧盘，英镑兑美震荡元下跌，在英国周五公布第一季国内生产总值(GDP)数据前缺乏方向。,英国,2017-4-26 22:44,法兴：英镑兑美元可能即将见顶
北京时间周三晚间，美国财长努钦发表讲话，确认企业税将降至15%，他将于特朗普经济顾问科恩一起于美东时间下午1:30(北京时间周四凌晨1:30)举行发布会。,"美国,税",2017-4-26 22:44,降低美国企业税至15%！凌晨发布会公布具体细节
中间派候选人埃马纽埃尔·马克龙(Emmanuel Macron)在法国总统大选首轮中的胜出，有望令欧洲焕发新生。与其他候选人不同，马克龙不仅意识到需彻底改革欧盟，且支持通过集全欧之...,德国,2017-4-26 22:36,马克龙的使命：效仿戴高乐 向德国敞开怀抱
